duration,completion,fluency_condition,quality_condition,ID
9.25925925925926e-5,0.57999998,high,high,316
0.00142361111111111,1,high,high,309
0.00133101851851852,1,high,high,303
9.7222222222222e-4,0.92000002,high,high,302
0.00206018518518519,1,high,high,300
0.00130787037037037,1,high,high,295
0.00612268518518519,1,high,high,290
0.00293981481481481,1,high,high,286
0.00150462962962963,1,high,high,282
0.00128472222222222,1,high,high,279
6.9444444444444e-4,1,high,high,270
0.00114583333333333,1,high,high,277
0.00403935185185185,1,high,high,268
0.00199074074074074,1,high,high,271
0.00334490740740741,1,high,high,269
0.00243055555555556,1,high,high,261
0.00216435185185185,1,high,high,250
0.00101851851851852,1,high,high,241
0.00528935185185185,1,high,high,254
0.00240740740740741,1,high,high,239
0.00201388888888889,1,high,high,237
3.5879629629629e-4,1,high,high,227
0.00268518518518518,1,high,high,234
3.2407407407407e-4,1,high,high,216
8.912037037037e-4,0.92000002,high,high,221
0.00353009259259259,1,high,high,235
0.00418981481481481,1,high,high,220
5.78703703703704e-5,0.92000002,high,high,209
0.00261574074074074,1,high,high,212
0.00427083333333333,1,high,high,219
2.662037037037e-4,0.41999999,high,high,207
0.00119212962962963,1,high,high,203
4.2824074074074e-4,1,high,high,218
0.00167824074074074,1,high,high,196
0.00226851851851852,1,high,high,194
0.00128472222222222,1,high,high,190
6.4814814814814e-4,1,high,high,180
0.00188657407407407,1,high,high,181
0.00206018518518519,0.82999998,high,high,187
0.00221064814814815,1,high,high,169
3.47222222222222e-5,0.92000002,high,high,175
7.0601851851851e-4,1,high,high,166
6.9444444444444e-4,0.82999998,high,high,174
0.00130787037037037,1,high,high,168
7.5231481481481e-4,1,high,high,172
0.00140046296296296,1,high,high,159
0.00315972222222222,1,high,high,156
0.00292824074074074,1,high,high,152
0.00253472222222222,1,high,high,149
0.00265046296296296,1,high,high,142
0.00140046296296296,1,high,high,139
0.00170138888888889,0.92000002,high,high,136
0.00177083333333333,0.92000002,high,high,125
0.00121527777777778,1,high,high,119
6.5972222222222e-4,0.82999998,high,high,132
0.00168981481481481,1,high,high,113
0.00244212962962963,1,high,high,137
0.00146990740740741,1,high,high,106
0.00123842592592593,1,high,high,101
0.00321759259259259,1,high,high,108
6.94444444444444e-5,0.5,high,high,100
0.00226851851851852,1,high,high,90
0.00356481481481482,1,high,high,93
8.2175925925925e-4,1,high,high,83
1.15740740740741e-5,0.079999998,high,high,182
0.00414351851851852,1,high,high,86
0.00111111111111111,1,high,high,56
3.47222222222222e-5,0.92000002,high,high,45
0.00197916666666667,0.92000002,high,high,48
0.00326388888888889,1,high,high,58
0.00234953703703704,1,high,high,47
7.4074074074074e-4,1,high,high,40
0.00349537037037037,1,high,high,44
0.00146990740740741,1,high,high,37
0.00195601851851852,1,high,high,31
0.00145833333333333,0.82999998,high,high,26
0.00253472222222222,1,high,high,24
0.00162037037037037,1,high,high,25
0.00322916666666667,1,high,high,20
0.0040625,1,high,high,15
0.00144675925925926,1,high,high,16
0.0024537037037037,1,low,low,311
0.00190972222222222,1,low,low,291
4.1666666666666e-4,0.75,low,low,288
0,0,low,low,306
1.3888888888888e-4,0.25,low,low,274
0.00302083333333333,1,low,low,281
0.00427083333333333,1,low,low,273
7.0601851851851e-4,1,low,low,265
3.8194444444444e-4,0.25,low,low,304
0.00387731481481481,1,low,low,267
5.9027777777777e-4,1,low,low,257
0.00130787037037037,1,low,low,243
1.1574074074074e-4,0.079999998,low,low,236
6.9444444444444e-4,1,low,low,228
7.6388888888888e-4,1,low,low,233
2.31481481481481e-5,0.92000002,low,low,224
0.00263888888888889,0.92000002,low,low,231
0.00188657407407407,1,low,low,222
0.00305555555555556,0.57999998,low,low,299
0.00287037037037037,1,low,low,223
4.2824074074074e-4,0.5,low,low,201
0.00181712962962963,1,low,low,202
7.1759259259259e-4,1,low,low,204
0.00872685185185185,0.5,low,low,230
8.1018518518518e-4,0.75,low,low,185
0.00233796296296296,1,low,low,188
0.00293981481481481,1,low,low,191
8.6805555555555e-4,0.17,low,low,177
3.7037037037037e-4,0.92000002,low,low,195
0.00185185185185185,1,low,low,293
6.8287037037037e-4,1,low,low,179
0.0018287037037037,1,low,low,173
7.4074074074074e-4,1,low,low,163
0.00215277777777778,0.75,low,low,157
7.0601851851851e-4,0.82999998,low,low,165
2.8935185185185e-4,1,low,low,148
0.00177083333333333,1,low,low,154
9.7222222222222e-4,1,low,low,146
0.00180555555555556,1,low,low,147
0.00127314814814815,0.75,low,low,141
0.00180555555555556,1,low,low,140
6.94444444444444e-5,1,low,low,143
5.0925925925925e-4,0.5,low,low,133
1.7361111111111e-4,0.17,low,low,128
0.0130208333333333,1,low,low,144
4.3981481481481e-4,1,low,low,129
3.5879629629629e-4,0.5,low,low,124
7.2916666666666e-4,0.92000002,low,low,122
0.00128472222222222,1,low,low,123
7.6388888888888e-4,1,low,low,114
4.2824074074074e-4,0.92000002,low,low,107
0.00128472222222222,1,low,low,111
0.00162037037037037,0.92000002,low,low,104
0.00652777777777778,1,low,low,98
3.47222222222222e-5,0.92000002,low,low,94
3.125e-4,0.41999999,low,low,88
0.00600694444444444,1,low,low,95
0.00155092592592593,1,low,low,89
0.00447916666666667,1,low,low,91
0.00268518518518518,1,low,low,80
0.00204861111111111,0.82999998,low,low,84
0.00153935185185185,1,low,low,73
0.00293981481481481,1,low,low,74
0.00119212962962963,1,low,low,67
0.00267361111111111,1,low,low,76
0.00237268518518519,1,low,low,57
2.3148148148148e-4,0.57999998,low,low,53
3.4722222222222e-4,1,low,low,46
0.00548611111111111,1,low,low,54
0.00306712962962963,1,low,low,55
5.4398148148148e-4,1,low,low,33
0.00233796296296296,1,low,low,28
5.78703703703704e-5,0.92000002,low,low,22
0.00112268518518519,1,low,low,21
0.00133101851851852,0.82999998,low,low,18
0.00311342592592593,1,low,low,17
0.00119212962962963,1,low,low,5
