duration,completion,fluency_condition,quality_condition,ID
4.3981481481481e-4,1,high,low,309
0.00196759259259259,1,high,low,313
0.00378472222222222,1,high,low,301
0,0,high,low,301
0.00260416666666667,1,high,low,296
9.6064814814814e-4,1,high,low,295
0.00150462962962963,1,high,low,278
0.00166666666666667,1,high,low,274
1.5046296296296e-4,0.67000002,high,low,270
1.3888888888888e-4,0.25,high,low,256
0.00159722222222222,1,high,low,261
8.5648148148148e-4,1,high,low,287
5.4398148148148e-4,0.75,high,low,250
0.00293981481481481,1,high,low,253
0.00166666666666667,1,high,low,244
7.5231481481481e-4,1,high,low,238
0.00224537037037037,1,high,low,235
0.00280092592592593,1,high,low,239
0.00202546296296296,1,high,low,229
5.78703703703704e-5,0.079999998,high,low,226
7.9861111111111e-4,1,high,low,220
8.2175925925925e-4,1,high,low,242
3.47222222222222e-5,0.92000002,high,low,228
3.0092592592592e-4,0.41999999,high,low,214
0.0015162037037037,0.33000001,high,low,293
5.5555555555555e-4,1,high,low,207
4.9768518518518e-4,1,high,low,206
2.8935185185185e-4,1,high,low,202
0.00332175925925926,1,high,low,216
8.449074074074e-4,1,high,low,201
0.00447916666666667,1,high,low,205
0.00377314814814815,0.17,high,low,291
0.00109953703703704,0.41999999,high,low,189
0.00131944444444444,1,high,low,185
0.00248842592592593,1,high,low,186
2.5462962962963e-4,0.57999998,high,low,176
0.00125,1,high,low,179
3.0092592592592e-4,0.57999998,high,low,168
8.5648148148148e-4,0.92000002,high,low,163
7.4074074074074e-4,0.25,high,low,283
2.8935185185185e-4,1,high,low,319
0.00488425925925926,1,high,low,162
5.2083333333333e-4,0.41999999,high,low,150
9.0277777777777e-4,1,high,low,144
4.5138888888888e-4,1,high,low,138
0.00236111111111111,1,high,low,140
8.2175925925925e-4,1,high,low,133
0.00403935185185185,0.92000002,high,low,119
0.0041087962962963,1,high,low,127
7.6388888888888e-4,1,high,low,115
0.00196759259259259,1,high,low,109
0.00460648148148148,1,high,low,116
8.3333333333333e-4,1,high,low,97
8.912037037037e-4,1,high,low,95
8.5648148148148e-4,1,high,low,94
0.00224537037037037,1,high,low,91
0.00158564814814815,1,high,low,79
0.00262731481481481,1,high,low,77
6.3657407407407e-4,1,high,low,66
7.8703703703703e-4,0.92000002,high,low,58
7.9861111111111e-4,1,high,low,59
7.8703703703703e-4,0.33000001,high,low,160
0.00166666666666667,1,high,low,55
0.00768518518518518,1,high,low,64
0.00327546296296296,1,high,low,49
0.00212962962962963,0.92000002,high,low,42
5.2083333333333e-4,1,high,low,38
0.00236111111111111,1,high,low,35
0.00188657407407407,1,high,low,29
0.00284722222222222,1,high,low,26
